6,Buenos Aires,1998,Pino,t,7338,0,0,0,0
6,Buenos Aires,1998,Acacia blanca,t,0,0,0,2287,0
6,Buenos Aires,1998,Alamo,t,200255,0,0,0,0
6,Buenos Aires,1998,Eucalipto,t,515091,139775,156223,7625,0
6,Buenos Aires,1998,Sauce,t,204514,0,0,0,0
10,Catamarca,1998,Pino,t,3410,0,0,0,0
10,Catamarca,1998,Alamo,t,13,0,0,0,0
22,Chaco,1998,Eucalipto,t,187,0,0,0,0
26,Chubut,1998,Pino,t,11359,0,509,109,617
26,Chubut,1998,Alamo,t,1415,0,300,0,0
26,Chubut,1998,Sauce,t,1,0,0,0,128
26,Chubut,1998,Otras,t,61,0,0,0,0
14,Cordoba,1998,Pino,t,90750,0,0,0,0
18,Corrientes,1998,Pino,t,112755,0,0,0,0
18,Corrientes,1998,Eucalipto,t,215531,0,0,0,0
30,Entre Rios,1998,Pino,t,24810,0,0,0,0
30,Entre Rios,1998,Sauce,t,60772,0,0,0,0
30,Entre Rios,1998,Alamo,t,23769,0,0,0,0
30,Entre Rios,1998,Eucalipto,t,457430,0,0,35782,30198
38,Jujuy,1998,Pino,t,10255,0,0,0,0
38,Jujuy,1998,Eucalipto,t,24186,4637,0,1188,0
42,La Pampa,1998,Alamo,t,10313,0,0,0,107
42,La Pampa,1998,Eucalipto,t,1400,0,7835,0,0
42,La Pampa,1998,Otras,t,0,0,350,5,0
46,La Rioja,1998,Alamo,t,80,0,0,0,0
50,Mendoza,1998,Alamo,t,83380,0,0,0,0
50,Mendoza,1998,Eucalipto,t,11,0,0,0,0
50,Mendoza,1998,Paraiso,t,16,0,0,0,0
50,Mendoza,1998,Sauce,t,2794,0,0,0,0
50,Mendoza,1998,Otras,t,6800,0,0,0,0
54,Misiones,1998,Araucaria,t,222116,0,0,0,0
54,Misiones,1998,Pino,t,2580090,0,0,0,0
54,Misiones,1998,Kiri,t,279,0,0,0,0
54,Misiones,1998,Paraiso,t,26523,0,0,0,0
54,Misiones,1998,Otras,t,1000,0,0,0,0
54,Misiones,1998,Eucalipto,t,99536,0,0,0,0
58,Neuquen,1998,Pino,t,154,0,175,1355,8
58,Neuquen,1998,Alamo,t,31703,0,34,20,0
58,Neuquen,1998,Otras,t,0,0,192,4,0
62,Rio Negro,1998,Pino,t,5131,0,132,0,849
62,Rio Negro,1998,Alamo,t,96825,0,22,0,0
70,San Juan,1998,Alamo,t,8500,0,0,0,0
82,Santa Fe,1998,Eucalipto,t,156187,0,0,0,0
90,Tucuman,1998,Pino,t,24961,0,0,0,0
90,Tucuman,1998,Alamo,t,2213,0,0,0,0
90,Tucuman,1998,Eucalipto,t,791,0,0,0,0
6,Buenos Aires,1999,Eucalipto,t,310553.68,0,0,0,0
6,Buenos Aires,1999,Alamo,t,151092,0,0,0,0
6,Buenos Aires,1999,Sauce,t,151092,0,0,0,0
22,Chaco,1999,Eucalipto,t,1600,0,0,1440,0
26,Chubut,1999,Pino,t,5838,0,561,90,232
26,Chubut,1999,Alamo,t,566,0,53,0,0
26,Chubut,1999,Sauce,t,52,0,7092,5,83
14,Cordoba,1999,Pino,t,106700,0,0,160,829
18,Corrientes,1999,Pino,t,92516.8,0,0,20895,0
18,Corrientes,1999,Eucalipto,t,224022.85,0,0,27396,8345
30,Entre Rios,1999,Pino,t,12059,0,0,0,0
30,Entre Rios,1999,Eucalipto,t,471250.56,0,0,29987,27808
30,Entre Rios,1999,Sauce,t,126248,0,0,0,0
30,Entre Rios,1999,Alamo,t,84893,0,0,0,0
34,Formosa,1999,Eucalipto,t,5,0,0,0,0
34,Formosa,1999,Paraiso,t,2,0,0,0,0
38,Jujuy,1999,Pino,t,6588,0,0,0,0
38,Jujuy,1999,Eucalipto,t,7301,0,0,1065,0
42,La Pampa,1999,Eucalipto,t,2591,25,5413,0,0
42,La Pampa,1999,Otras,t,40.5,23,47,0,0
42,La Pampa,1999,Alamo,t,4779,0,0,0,0
46,La Rioja,1999,Alamo,t,45,0,0,0,0
50,Mendoza,1999,Alamo,t,120000,0,0,0,0
54,Misiones,1999,Pino,t,2312652.85,0,0,0,0
54,Misiones,1999,Araucaria,t,130257.17,0,0,0,0
54,Misiones,1999,Paraiso,t,22672.17,0,0,0,0
54,Misiones,1999,Otras,t,401.93,0,0,0,0
54,Misiones,1999,Eucalipto,t,24040.71,0,0,0,0
54,Misiones,1999,Kiri,t,743.36,0,0,0,0
58,Neuquen,1999,Pino,t,0,0,0,337,0
58,Neuquen,1999,Alamo,t,22036,0,0,49,0
58,Neuquen,1999,Otras,t,3.5,0,0,4,0
62,Rio Negro,1999,Pino,t,1842,0,572,266,1208
62,Rio Negro,1999,Alamo,t,63372,0,272,0,0
62,Rio Negro,1999,Sauce,t,550,0,0,0,0
70,San Juan,1999,Alamo,t,9000,0,0,0,0
82,Santa Fe,1999,Eucalipto,t,144895,0,0,0,0
90,Tucuman,1999,Pino,t,25375,0,0,0,0
90,Tucuman,1999,Alamo,t,2494,0,0,0,0
90,Tucuman,1999,Eucalipto,t,2733,0,0,0,0
90,Tucuman,1999,Sauce,t,13,0,0,0,0
6,Buenos Aires,2000,Sauce,t,92476,0,0,0,0
6,Buenos Aires,2000,Eucalipto,t,288998,0,0,0,0
6,Buenos Aires,2000,Alamo,t,92476,0,0,0,0
26,Chubut,2000,Pino,t,6091,0,390,90,363
26,Chubut,2000,Cipres,t,50,0,0,0,6
26,Chubut,2000,Alamo,t,1487,0,99,0,0
26,Chubut,2000,Sauce,t,0,0,9463,0,441
26,Chubut,2000,Otras,t,6,0,0,0,0
14,Cordoba,2000,Pino,t,70000,1500,0,1512,2672
14,Cordoba,2000,Alamo,t,8640,0,0,0,0
14,Cordoba,2000,Eucalipto,t,8560,840,7200,0,0
14,Cordoba,2000,Otras,t,0,200,1200,0,0
18,Corrientes,2000,Pino,t,112908,0,0,0,0
18,Corrientes,2000,Eucalipto,t,247237.95,0,0,53666,10209
30,Entre Rios,2000,Pino,t,127639,0,0,0,0
30,Entre Rios,2000,Eucalipto,t,629346,0,0,32508,29838
30,Entre Rios,2000,Sauce,t,205493,0,0,0,0
30,Entre Rios,2000,Alamo,t,43058,0,0,0,0
38,Jujuy,2000,Pino,t,12278,0,0,0,0
38,Jujuy,2000,Eucalipto,t,14175,0,0,1611,0
42,La Pampa,2000,Alamo,t,11002,0,0,0,0
42,La Pampa,2000,Eucalipto,t,968,175,3592,0,0
42,La Pampa,2000,Otras,t,50,218,47,0,0
50,Mendoza,2000,Alamo,t,117036,0,0,0,0
54,Misiones,2000,Araucaria,t,107053.82,0,0,0,0
54,Misiones,2000,Pino,t,3581466.45,0,0,0,0
54,Misiones,2000,Kiri,t,767.99,0,0,0,0
54,Misiones,2000,Paraiso,t,16642,0,0,0,0
54,Misiones,2000,Otras,t,494.32,0,0,0,0
54,Misiones,2000,Eucalipto,t,89480.39,0,0,0,0
58,Neuquen,2000,Pino,t,0,0,0,337,0
58,Neuquen,2000,Alamo,t,22036,0,0,49,0
58,Neuquen,2000,Otras,t,3.5,0,0,4,0
62,Rio Negro,2000,Pino,t,5205,0,931,293,0
62,Rio Negro,2000,Sauce,t,550,0,820,0,0
62,Rio Negro,2000,Alamo,t,144152,0,92,0,0
70,San Juan,2000,Alamo,t,10000,0,0,0,0
82,Santa Fe,2000,Eucalipto,t,99104,0,0,0,0
90,Tucuman,2000,Pino,t,27759,0,0,0,0
90,Tucuman,2000,Alamo,t,1083,0,0,0,0
90,Tucuman,2000,Eucalipto,t,2243,0,0,0,0
90,Tucuman,2000,Sauce,t,15,0,0,0,0
6,Buenos Aires,2001,Sauce,t,154934,0,0,0,0
6,Buenos Aires,2001,Alamo,t,79814,0,0,0,0
6,Buenos Aires,2001,Eucalipto,t,107777,0,0,0,0
26,Chubut,2001,Pino,t,6452,0,1466,91,332
26,Chubut,2001,Cipres,t,30,0,0,0,0
26,Chubut,2001,Alamo,t,1296,0,228,0,0
26,Chubut,2001,Eucalipto,t,2,0,0,0,0
26,Chubut,2001,Sauce,t,0,0,7925,1,298
26,Chubut,2001,Otras,t,4,0,0,0,3
14,Cordoba,2001,Pino,t,70000,1500,0,1512,1264
14,Cordoba,2001,Alamo,t,8640,0,0,0,0
14,Cordoba,2001,Eucalipto,t,8560,840,7200,0,0
14,Cordoba,2001,Otras,t,0,200,1200,0,0
18,Corrientes,2001,Pino,t,181049.6,0,0,0,0
18,Corrientes,2001,Eucalipto,t,296417.1,0,0,35729,6636
30,Entre Rios,2001,Pino,t,54000,0,0,0,0
30,Entre Rios,2001,Alamo,t,44000,0,0,0,0
30,Entre Rios,2001,Sauce,t,98644,0,0,0,0
30,Entre Rios,2001,Eucalipto,t,440000,3600,0,46500,32959
38,Jujuy,2001,Pino,t,7927,0,0,0,0
38,Jujuy,2001,Eucalipto,t,5638,0,0,265,0
42,La Pampa,2001,Alamo,t,10386,0,7,0,130
42,La Pampa,2001,Eucalipto,t,0,232,934,0,0
50,Mendoza,2001,Alamo,t,68907,0,0,0,0
54,Misiones,2001,Araucaria,t,100627.52,0,0,0,0
54,Misiones,2001,Pino,t,2868511.2,0,0,0,0
54,Misiones,2001,Eucalipto,t,62549.03,0,0,0,0
54,Misiones,2001,Kiri,t,573.5,0,0,0,0
54,Misiones,2001,Paraiso,t,15020.88,0,0,0,0
54,Misiones,2001,Otras,t,3704.21,0,0,0,0
58,Neuquen,2001,Pino,t,1167,0,5681,262,0
