1993,Buenos Aires,0,0,0,0,0
1993,Catamarca,0,0,0,0,0
1993,Chaco,0,0,0,0,0
1993,Chubut,10,6,0,133,0
1993,Córdoba,59995,250,0,172696,0
1993,Corrientes,0,918,0,809,0
1993,Entre Ríos,75,0,0,0,0
1993,Formosa,0,26,0,5,0
1993,Jujuy,0,0,0,0,0
1993,La Pampa,1207510,0,0,0,0
1993,La Rioja,0,0,0,0,0
1993,Mendoza,0,0,0,0,0
1993,Misiones,0,0,0,0,0
1993,Neuquén,282,6,0,53,0
1993,Río Negro,108,0,0,3,0
1993,Salta,0,0,0,0,0
1993,San Juan,0,0,0,0,0
1993,San Luis,0,0,0,330147,0
1993,Santa Cruz,727,0,0,5624,0
1993,Santa Fe,0,0,0,0,0
1993,Santiago del Estero,9100,0,0,3900,0
1993,Tierra del Fuego,28,0,0,0,0
1993,Tucumán,3703,4,0,705,0
1994,Buenos Aires,0,0,0,0,0
1994,Catamarca,0,0,0,0,0
1994,Chaco,0,0,0,0,0
1994,Chubut,2158,39,0,1100,0
1994,Córdoba,187812,100,0,52284,0
1994,Corrientes,0,72,0,68,0
1994,Entre Ríos,91,0,0,0,0
1994,Formosa,0,0,0,9,0
1994,Jujuy,0,0,0,0,0
1994,La Pampa,167890,0,0,0,453950
1994,La Rioja,10600,0,0,36550,0
1994,Mendoza,0,0,0,0,0
1994,Misiones,0,0,0,0,0
1994,Neuquén,0,150,0,17900,0
1994,Río Negro,3063,146,0,62,0
1994,Salta,0,0,0,0,0
1994,San Juan,0,0,0,0,0
1994,San Luis,0,0,0,0,25513
1994,Santa Cruz,43,0,0,1641,0
1994,Santa Fe,0,0,0,0,0
1994,Santiago del Estero,35000,0,0,15000,0
1994,Tierra del Fuego,68,0,0,252,0
1994,Tucumán,0,0,0,65,0
1995,Buenos Aires,0,0,0,3000,0
1995,Catamarca,0,0,0,0,0
1995,Chaco,0,0,0,0,0
1995,Chubut,983,49,0,2041,0
1995,Córdoba,122260,1530,0,176849,0
1995,Corrientes,0,3562,0,4337,0
1995,Entre Ríos,0,2269,0,0,0
1995,Formosa,500,0,0,0,0
1995,Jujuy,0,0,0,0,0
1995,La Pampa,148720,0,0,0,0
1995,La Rioja,2,0,0,4512,0
1995,Mendoza,0,0,0,0,0
1995,Misiones,0,0,0,0,0
1995,Neuquén,1125,1,0,19228,0
1995,Río Negro,123,42,0,9567,0
1995,Salta,255,240,0,165,0
1995,San Juan,0,0,0,0,0
1995,San Luis,75311,0,0,121001,0
1995,Santa Cruz,0,0,0,5695,0
1995,Santa Fe,0,0,0,0,0
1995,Santiago del Estero,13919,0,0,13375,0
1995,Tierra del Fuego,3,0,0,213,0
1995,Tucumán,23,0,0,46,0
1996,Buenos Aires,0,100,0,850,0
1996,Catamarca,68728,0,0,79981,0
1996,Chaco,2540,0,0,3644,0
1996,Chubut,9640,76,0,1741,0
1996,Córdoba,43325,0,0,6487,0
1996,Corrientes,0,1232,0,5749,0
1996,Entre Ríos,449,1107,0,0,0
1996,Formosa,0,0,0,4530,0
1996,Jujuy,1800,0,0,180,0
1996,La Pampa,20600,0,0,0,0
1996,La Rioja,770,50,0,155,0
1996,Mendoza,2500,0,0,4115,0
1996,Misiones,2430,2235,0,640,0
1996,Neuquén,10,11,0,70237,0
1996,Río Negro,3337,3996,0,26411,0
1996,Salta,815,861,0,715,0
1996,San Luis,15370,0,0,0,0
1996,Santa Cruz,39,0,0,2817,0
1996,Santa Fe,465,0,0,48573,0
1996,Santiago del Estero,1500,0,0,250,0
1996,Tierra del Fuego,93,0,0,12,0
1996,Tucumán,0,0,0,32,0
1997,Buenos Aires,489,334,355,2724,0
1997,Catamarca,0,0,3900,42000,0
1997,Chaco,2711,909,0,4040,0
1997,Chubut,151,40,46,3385,0
1997,Córdoba,22213,169,3773,13362,0
1997,Corrientes,58,50,113,203,0
1997,Entre Ríos,163,353,63,278,0
1997,Formosa,0,4,300,2382,0
1997,Jujuy,0,228,0,46,0
1997,La Pampa,31770,0,10,0,0
1997,La Rioja,0,0,0,25003,0
1997,Mendoza,2450,0,1100,550,0
1997,Misiones,54,1218,259,629,0
1997,Neuquén,40,2,391,16847,0
1997,Río Negro,5154,418,262,4648,0
1997,Salta,23694,1253,7377,7861,0
1997,San Juan,0,13,32,395,0
1997,San Luis,2112,0,2282,2042,0
1997,Santa Cruz,0,9,6003,15369,0
1997,Santa Fe,40,0,38,414,0
1997,Santiago del Estero,500,0,0,7500,0
1997,Tierra del Fuego,23,0,1,124,0
1997,Tucumán,0,0,0,1321,0
1998,Buenos Aires,401,1427,1723,35409,10
1998,Catamarca,500,0,0,1600,0
1998,Chaco,0,0,0,14726,0
1998,Chubut,4045,132,742,2753,0
1998,Córdoba,8817,4,9503,2180,0
1998,Corrientes,0,0,152,163,0
1998,Entre Ríos,8,312,0,141,0
1998,Formosa,0,0,0,711,0
1998,Jujuy,449,45,5,0,0
1998,La Pampa,137265,0,252475,0,0
1998,La Rioja,1802,0,0,19210,0
1998,Mendoza,12403,0,9433,89624,0
1998,Misiones,286,1246,1708,2204,70
1998,Neuquén,68,7,15,12303,0
1998,Río Negro,9384,505,9095,63715,0
1998,Salta,14024,105,3100,5813,0
1998,San Juan,0,1,45,218,0
1998,San Luis,87015,0,24189,35433,0
1998,Santa Cruz,0,0,25,3458,0
1998,Santa Fe,0,0,37,498,0
1998,Santiago del Estero,940,0,639,1130,0
1998,Tierra del Fuego,53,0,0,480,0
1999,Buenos Aires,1028,2899,3166,34482,0
1999,Catamarca,0,0,0,1300,0
1999,Chaco,406,0,150,8825,0
1999,Chubut,8904,9,3388,15136,0
1999,Córdoba,22306,65,0,37562,0
1999,Corrientes,12,2523,10,5631,0
1999,Entre Ríos,7118,9710,0,3409,0
1999,Formosa,0,0,262,5978,0
1999,Jujuy,43,17,42,227,0
1999,La Pampa,34830,0,42440,0,0
1999,La Rioja,3,0,4000,63022,0
1999,Mendoza,26247,945,25436,14612,0
1999,Misiones,1476,948,490,761,0
1999,Neuquén,323,27,4647,123760,0
1999,Río Negro,10871,1167,4585,42762,0
1999,Salta,5865,70,2190,6710,0
1999,San Juan,0,0,147,937,0
1999,San Luis,34729,0,44416,8012,0
1999,Santa Cruz,16,120,6086,12875,0
1999,Santa Fe,44,1,10,309,0
1999,Santiago del Estero,300,0,400,500,0
1999,Tierra del Fuego,89,0,0,125,0
1999,Tucumán,0,10,5,2803,0
2000,Buenos Aires,1116,399,1902,14511,0
2000,Catamarca,27000,4,26034,24195,0
2000,Chaco,169,30,107,2333,0
2000,Chubut,27,16,42,49,0
2000,Ciudad Autónoma de Buenos Aires,2,1,2,28,0
2000,Córdoba,20638,1198,32677,35407,0
2000,Corrientes,12,3169,564,2270,0
2000,Entre Ríos,646,203,145,181,0
2000,Formosa,0,0,64,668,0
2000,Jujuy,18,400,109,640,0
2000,La Pampa,290154,0,1099828,22000,0
2000,La Rioja,10880,45,11908,29345,0
2000,Mendoza,385779,507,71184,152364,0
2000,Misiones,161,462,1256,1983,0
2000,Neuquén,0,0,10,15171,0
2000,Río Negro,27619,1374,17144,109616,0
2000,Salta,15533,2128,4469,8663,0
2000,San Juan,0,0,7,797,0
2000,San Luis,149100,0,118456,32000,0
2000,Santa Cruz,122,0,1579,5677,0
2000,Santa Fe,128,118,354,1489,0
2000,Santiago del Estero,2730,4,832,1166,0
2000,Tierra del Fuego,22,0,0,0,0
2000,Tucumán,11800,0,0,4000,0
2001,Buenos Aires,19998,731,16431,38411,0
2001,Catamarca,0,0,107,1809,0
2001,Chaco,55,151,576,5508,0
2001,Chubut,4425,837,570,53,0
2001,Ciudad Autónoma de Buenos Aires,0,0,0,16,0
2001,Córdoba,19234,313,5334,58292,0
2001,Corrientes,762,494,2,1566,0
2001,Entre Ríos,67,199,79,136,0
2001,Formosa,0,0,502,5094,0
2001,Jujuy,0,35,25,75,0
2001,La Pampa,579124,0,2334693,0,0
2001,La Rioja,7400,0,40,57598,0
2001,Mendoza,241056,497,107521,71266,0
2001,Misiones,156,114,746,1908,0
2001,Neuquén,0,0,13,22539,0
2001,Río Negro,35393,16327,352575,533749,0
2001,Salta,11442,438,11864,23867,0
2001,San Juan,1,0,44,530,0
2001,San Luis,54655,0,19250,16200,0
2001,Santa Cruz,501,0,1136,3069,0
2001,Santa Fe,7,8,78,2307,0
2001,Santiago del Estero,1140,0,19,223,0
2001,Tierra del Fuego,57,0,0,0,0
2001,Tucumán,0,0,0,600,0
2002,Buenos Aires,31433,1331,4154,67989,0
2002,Catamarca,9097,300,2924,31204,0
2002,Chaco,1,0,44,100,0
2002,Chubut,156,17,7268,200,0
2002,Córdoba,25734,8449,28510,42080,0
2002,Corrientes,1046,735,243,2001,0
2002,Entre Ríos,236,119,31,111,0
2002,Formosa,4,0,14,9669,0
2002,Jujuy,14,54,29,43,0
2002,La Pampa,304458,0,668185,13150,0
2002,La Rioja,40447,0,0,37975,0
2002,Mendoza,90002,1500,127066,114862,0
2002,Misiones,49,198,106,223,0
2002,Neuquén,940,3,2,7496,0
2002,Río Negro,80876,2980,181769,67993,0
2002,Salta,9682,611,9596,16627,0
2002,San Juan,14,48,4,918,0
2002,San Luis,178102,10,0,0,0
2002,Santa Cruz,4022,1,593,5250,0
2002,Santa Fe,429,108,173,1835,0
2002,Santiago del Estero,5774,0,2,2242,0
2002,Tierra del Fuego,19,0,0,4,0
2002,Tucumán,85,0,34,930,0
2003,Buenos Aires,19536,1301,2750,546149,0
2003,Catamarca,6880,0,1505,2695,0
2003,Chaco,1549,44,271,15114,0
2003,Chubut,41,30,42841,1748,0
2003,Ciudad Autónoma de Buenos Aires,0,0,0,14,0
2003,Córdoba,51474,3308,1,72762,0
2003,Corrientes,1109,512,0,511,0
2003,Entre Ríos,400,323,251,409,0
2003,Formosa,402,305,194,6685,0
2003,Jujuy,20,16,65,159,0
