1000,SB26669,120
1001,FZ98234,130
1002,JR86507,150
1003,HL94468,50
1004,FZ98234,180
1005,BB53001,60
1006,CI87702,80
1007,NL61668,90
1008,DX44682,100
1009,BP15881,180
1010,YW80393,200
1011,FT98440,150
1012,YW28008,150
1013,NL61668,120
1014,UK47509,150
1015,TL56384,300
1016,YR12572,130
1017,YR12572,120
1018,FQ88002,150
1019,RW87354,60
1020,OT32425,40
1021,FT98440,100
1022,CE69353,40
1023,SB26669,110
1024,IG92877,80
1025,YF17264,200
1026,IT60920,180
1027,BB53001,50
1028,BF72860,40
1029,JR86507,170
1030,DX44682,100
