82968748,897.75
09557458,423.50
53413996,327.50
60784059,683.00
25809195,1165.50
67699460,588.25
66279953,973.50
75399454,935.75
56394822,606.00
15073039,1154.00
05875274,1147.75
06471488,481.00
74988097,568.00
28348975,392.25
31770406,721.50
16030278,740.25
13178966,669.00
54000811,947.00
89237224,339.00
73349811,936.50
86986661,541.50
40507276,528.00
06297835,1104.00
17102925,976.50
54268331,1235.75
85985168,1001.75
37730806,623.50
98316734,438.50
45889817,335.25
21259340,824.00
53199932,1156.75
76556185,535.50
68262865,956.75
55143948,786.25
56063728,685.50
61541774,815.50
56435425,496.25
74471854,599.50
05556011,707.75
79096505,886.00
91779408,836.00
37673495,835.50
36131587,524.25
04635875,996.75
18465729,577.50
73683809,806.75
43460247,961.25
00469147,919.00
95086666,258.00
09400438,546.25
84035159,1146.25
14005659,1104.00
78495322,424.50
60582671,1225.25
52214731,860.75
82313082,819.75
54759188,252.00
31918712,868.50
40393962,511.25
70766396,521.25
28182310,965.75
51647475,1102.25
19994197,427.00
36102254,368.25
18659002,918.25
93720507,514.00
69850346,275.50
42520547,754.50
20483626,893.75
33300502,1177.00
65385444,950.50
76390144,1207.50
34844921,1218.00
11473843,778.50
38007192,935.75
12432565,482.50
16646065,454.00
90943331,469.00
60637417,1162.75
67057120,672.75
16180760,1212.25
76204703,804.25
55458160,1230.75
60255194,352.50
74501052,944.50
32240104,937.00
80646376,564.25
64853882,828.00
54047095,838.25
35636892,442.00
15530805,1078.50
77100850,824.50
22898419,251.25
11573835,419.00
67308500,1070.50
35068799,1127.50
92204973,779.50
26567838,827.75
66130559,765.00
49091101,757.00
82968748,297.25
09557458,630.00
53413996,1167.25
60784059,1113.75
25809195,571.75
67699460,1020.00
66279953,968.50
75399454,679.25
56394822,416.75
15073039,334.50
05875274,501.25
06471488,581.50
74988097,947.25
28348975,932.75
31770406,1206.25
16030278,1147.75
13178966,1036.50
54000811,1194.00
89237224,678.50
73349811,1093.25
86986661,897.25
40507276,975.75
06297835,372.00
17102925,579.50
54268331,1121.50
85985168,653.00
37730806,894.75
98316734,415.50
45889817,382.00
21259340,920.50
53199932,850.50
76556185,563.50
68262865,928.00
55143948,319.00
56063728,580.00
61541774,343.00
56435425,652.50
74471854,960.50
05556011,667.75
79096505,940.00
91779408,652.00
37673495,607.50
36131587,854.75
04635875,526.75
18465729,1022.00
73683809,418.75
43460247,541.50
00469147,1200.25
95086666,1063.75
09400438,1053.00
84035159,875.25
14005659,411.50
78495322,819.25
60582671,659.25
52214731,937.00
82313082,515.25
54759188,958.25
31918712,840.50
40393962,1226.00
70766396,418.50
28182310,725.75
51647475,791.50
19994197,985.25
36102254,613.25
18659002,590.50
93720507,698.75
69850346,958.75
42520547,1089.25
20483626,1163.75
33300502,482.75
65385444,573.25
76390144,1023.75
34844921,250.50
11473843,430.75
